full_text,lower_case,remove_slang,remove_elongation,emoji_to_text,tweet_tokens,stem,remove_stopwords,remove_stop_words_nltk
LEBIH BAIK MARAH KARENA PPN BAKAL NAIK JADI 12% YG MANA ADALAH HARGA PANTYLINER PEMBALUT DKK; BAKAL NAIKKKKK!!!!!! https://t.co/xU5CG1CaC9,lebih baik marah karena ppn bakal naik jadi 12 yg mana adalah harga pantyliner pembalut dkk bakal naikkkkk ,lebih baik marah karena ppn bakal naik jadi 12 yang mana adalah harga pantyliner pembalut dkk bakal naikkkkk ,lebih baik marah karena ppn bakal naik jadi 12 yang mana adalah harga pantyliner pembalut dk bakal naik ,lebih baik marah karena ppn bakal naik jadi 12 yang mana adalah harga pantyliner pembalut dk bakal naik ,"['lebih', 'baik', 'marah', 'karena', 'ppn', 'bakal', 'naik', 'jadi', '12', 'yang', 'mana', 'adalah', 'harga', 'pantyliner', 'pembalut', 'dk', 'bakal', 'naik']","['lebih', 'baik', 'marah', 'karena', 'ppn', 'bakal', 'naik', 'jadi', '12', 'yang', 'mana', 'adalah', 'harga', 'pantyliner', 'balut', 'dk', 'bakal', 'naik']","['marah', 'ppn', '12', 'harga', 'pantyliner', 'balut', 'dk']","['marah', 'ppn', '12', 'harga', 'pantyliner', 'balut', 'dk']"
tobat deh lu pada TOBAAAAAAAT udah mo ganti tahun masih aja kelakuan kek SETAN kagak mikir apa lu PPN naik 12% ngaruh ke semua nya? kita² an malah lagi pusing² an anjir astagaaa sumpah kalo gue liat wujud lu GUA TABOK lu asli gedeg gua mana hampir kena tipu lagi,tobat deh lu pada tobaaaaaaat udah mo ganti tahun masih aja kelakuan kek setan kagak mikir apa lu ppn naik 12 ngaruh ke semua nya kita² an malah lagi pusing² an anjir astagaaa sumpah kalo gue liat wujud lu gua tabok lu asli gedeg gua mana hampir kena tipu lagi,tobat deh lu pada tobaaaaaaat sudah mau ganti tahun masih saja kelakuan kayak setan kagak mikir apa lu ppn naik 12 ngaruh ke semua nya kita² an malah lagi pusing² an anjir astaga sumpah kalo gue lihat wujud lu gua tabok lu asli gedek gua mana hampir kena tipu lagi,tobat deh lu pada tobaaaaaaat sudah mau ganti tahun masih saja kelakuan kayak setan kagak mikir apa lu ppn naik 12 ngaruh ke semua nya kita² an malah lagi pusing² an anjir astaga sumpah kalo gue lihat wujud lu gua tabok lu asli gedek gua mana hampir kena tipu lagi,tobat deh lu pada tobaaaaaaat sudah mau ganti tahun masih saja kelakuan kayak setan kagak mikir apa lu ppn naik 12 ngaruh ke semua nya kita² an malah lagi pusing² an anjir astaga sumpah kalo gue lihat wujud lu gua tabok lu asli gedek gua mana hampir kena tipu lagi,"['tobat', 'deh', 'lu', 'pada', 'tobaaat', 'sudah', 'mau', 'ganti', 'tahun', 'masih', 'saja', 'kelakuan', 'kayak', 'setan', 'kagak', 'mikir', 'apa', 'lu', 'ppn', 'naik', '12', 'ngaruh', 'ke', 'semua', 'nya', 'kita', '²', 'an', 'malah', 'lagi', 'pusing', '²', 'an', 'anjir', 'astaga', 'sumpah', 'kalo', 'gue', 'lihat', 'wujud', 'lu', 'gua', 'tabok', 'lu', 'asli', 'gedek', 'gua', 'mana', 'hampir', 'kena', 'tipu', 'lagi']","['tobat', 'deh', 'lu', 'pada', 'tobaaat', 'sudah', 'mau', 'ganti', 'tahun', 'masih', 'saja', 'laku', 'kayak', 'setan', 'kagak', 'pikir', 'apa', 'lu', 'ppn', 'naik', '12', 'ngaruh', 'ke', 'semua', 'nya', 'kita', '²', 'an', 'malah', 'lagi', 'pusing', '²', 'an', 'anjir', 'astaga', 'sumpah', 'kalau', 'gue', 'lihat', 'wujud', 'lu', 'gue', 'tabok', 'lu', 'asli', 'gedek', 'gue', 'mana', 'hampir', 'kena', 'tipu', 'lagi']","['tobat', 'deh', 'lu', 'tobaaat', 'ganti', 'laku', 'kayak', 'setan', 'kagak', 'pikir', 'lu', 'ppn', '12', 'ngaruh', 'nya', '²', 'an', 'pusing', '²', 'an', 'anjir', 'astaga', 'sumpah', 'gue', 'lihat', 'wujud', 'lu', 'gue', 'tabok', 'lu', 'asli', 'gedek', 'gue', 'kena', 'tipu']","['tobat', 'tobaaat', 'ganti', 'laku', 'kayak', 'setan', 'kagak', 'pikir', 'ppn', '12', 'ngaruh', '²', 'an', 'pusing', '²', 'an', 'anjir', 'astaga', 'sumpah', 'lihat', 'wujud', 'tabok', 'asli', 'gedek', 'kena', 'tipu']"
@jeraplah WORKIE + semoga di tahun 2025 nanti ppn gak jd naik 12% dan kita diberikan kelancaran dalam mencari rezeki nya ia semoga selalu sehat dan berumur panjang... semoga apa yg kita inginkan tercapai termasuk cita cita ingin menjadi idol koreya. Aaminn,@jeraplah workie  semoga di tahun 2025 nanti ppn gak jd naik 12 dan kita diberikan kelancaran dalam mencari rezeki nya ia semoga selalu sehat dan berumur panjang semoga apa yg kita inginkan tercapai termasuk cita cita ingin menjadi idol koreya aaminn,@jeraplah workie  semoga di tahun 2025 nanti ppn enggak jadi naik 12 dan kita diberikan kelancaran dalam mencari rezeki nya ia semoga selalu sehat dan berumur panjang semoga apa yang kita inginkan tercapai termasuk cita cita ingin menjadi idol koreya aaminn,@jeraplah workie  semoga di tahun 2025 nanti ppn enggak jadi naik 12 dan kita diberikan kelancaran dalam mencari rezeki nya ia semoga selalu sehat dan berumur panjang semoga apa yang kita inginkan tercapai termasuk cita cita ingin menjadi idol koreya aamin,@jeraplah workie  semoga di tahun 2025 nanti ppn enggak jadi naik 12 dan kita diberikan kelancaran dalam mencari rezeki nya ia semoga selalu sehat dan berumur panjang semoga apa yang kita inginkan tercapai termasuk cita cita ingin menjadi idol koreya aamin,"['workie', 'semoga', 'di', 'tahun', '2025', 'nanti', 'ppn', 'enggak', 'jadi', 'naik', '12', 'dan', 'kita', 'diberikan', 'kelancaran', 'dalam', 'mencari', 'rezeki', 'nya', 'ia', 'semoga', 'selalu', 'sehat', 'dan', 'berumur', 'panjang', 'semoga', 'apa', 'yang', 'kita', 'inginkan', 'tercapai', 'termasuk', 'cita', 'cita', 'ingin', 'menjadi', 'idol', 'koreya', 'aamin']","['workie', 'moga', 'di', 'tahun', '2025', 'nanti', 'ppn', 'tidak', 'jadi', 'naik', '12', 'dan', 'kita', 'beri', 'lancar', 'dalam', 'cari', 'rezeki', 'nya', 'ia', 'moga', 'selalu', 'sehat', 'dan', 'umur', 'panjang', 'moga', 'apa', 'yang', 'kita', 'ingin', 'capai', 'masuk', 'cita', 'cita', 'ingin', 'jadi', 'idol', 'koreya', 'aamin']","['workie', 'moga', '2025', 'ppn', '12', 'lancar', 'cari', 'rezeki', 'nya', 'moga', 'sehat', 'umur', 'moga', 'capai', 'masuk', 'cita', 'cita', 'idol', 'koreya', 'aamin']","['workie', 'moga', '2025', 'ppn', '12', 'lancar', 'cari', 'rezeki', 'moga', 'sehat', 'umur', 'moga', 'capai', 'masuk', 'cita', 'cita', 'idol', 'koreya', 'aamin']"
PPN belum naik jadi 12% Indomie sudah naik 14 Peren lebih Hebatkan,ppn belum naik jadi 12 indomie sudah naik 14 peren lebih hebatkan,ppn belum naik jadi 12 indomie sudah naik 14 peren lebih hebatkan,ppn belum naik jadi 12 indomie sudah naik 14 peren lebih hebatkan,ppn belum naik jadi 12 indomie sudah naik 14 peren lebih hebatkan,"['ppn', 'belum', 'naik', 'jadi', '12', 'indomie', 'sudah', 'naik', '14', 'peren', 'lebih', 'hebatkan']","['ppn', 'belum', 'naik', 'jadi', '12', 'indomie', 'sudah', 'naik', '14', 'peran', 'lebih', 'hebat']","['ppn', '12', 'indomie', '14', 'peran', 'hebat']","['ppn', '12', 'indomie', '14', 'peran', 'hebat']"
@KemenkeuRI PPn boleh naik 12% asal: - Koruptor dihukum mati seberapun nilai korupsinya - Harta koruptor semua dirampas - Semua pejabat harus bayar pajak gak boleh nunggak termasuk pajak kendaraan - Gak boleh ada strobo2 pengawalan selain Presiden &amp; Menteri apalagi cm kacung,@kemenkeuri ppn boleh naik 12 asal  koruptor dihukum mati seberapun nilai korupsinya  harta koruptor semua dirampas  semua pejabat harus bayar pajak gak boleh nunggak termasuk pajak kendaraan  gak boleh ada strobo2 pengawalan selain presiden amp menteri apalagi cm kacung,@kemenkeuri ppn boleh naik 12 asal  koruptor dihukum mati seberapun nilai korupsinya  harta koruptor semua dirampas  semua pejabat harus bayar pajak enggak boleh nunggak termasuk pajak kendaraan  enggak boleh ada strobo2 pengawalan selain presiden amp menteri apalagi cuma kacung,@kemenkeuri ppn boleh naik 12 asal  koruptor dihukum mati seberapun nilai korupsinya  harta koruptor semua dirampas  semua pejabat harus bayar pajak enggak boleh nunggak termasuk pajak kendaraan  enggak boleh ada strobo2 pengawalan selain presiden amp menteri apalagi cuma kacung,@kemenkeuri ppn boleh naik 12 asal  koruptor dihukum mati seberapun nilai korupsinya  harta koruptor semua dirampas  semua pejabat harus bayar pajak enggak boleh nunggak termasuk pajak kendaraan  enggak boleh ada strobo2 pengawalan selain presiden amp menteri apalagi cuma kacung,"['ppn', 'boleh', 'naik', '12', 'asal', 'koruptor', 'dihukum', 'mati', 'seberapun', 'nilai', 'korupsinya', 'harta', 'koruptor', 'semua', 'dirampas', 'semua', 'pejabat', 'harus', 'bayar', 'pajak', 'enggak', 'boleh', 'nunggak', 'termasuk', 'pajak', 'kendaraan', 'enggak', 'boleh', 'ada', 'strobo', '2', 'pengawalan', 'selain', 'presiden', 'amp', 'menteri', 'apalagi', 'cuma', 'kacung']","['ppn', 'boleh', 'naik', '12', 'asal', 'koruptor', 'hukum', 'mati', 'bera', 'nilai', 'korupsi', 'harta', 'koruptor', 'semua', 'rampas', 'semua', 'pejabat', 'harus', 'bayar', 'pajak', 'tidak', 'boleh', 'tunggak', 'masuk', 'pajak', 'kendara', 'tidak', 'boleh', 'ada', 'strobo', '2', 'awal', 'selain', 'presiden', 'amp', 'menteri', 'apalagi', 'cuma', 'kacung']","['ppn', '12', 'koruptor', 'hukum', 'mati', 'bera', 'nilai', 'korupsi', 'harta', 'koruptor', 'rampas', 'pejabat', 'bayar', 'pajak', 'tunggak', 'masuk', 'pajak', 'kendara', 'strobo', '2', 'presiden', 'amp', 'menteri', 'kacung']","['ppn', '12', 'koruptor', 'hukum', 'mati', 'bera', 'nilai', 'korupsi', 'harta', 'koruptor', 'rampas', 'pejabat', 'bayar', 'pajak', 'tunggak', 'masuk', 'pajak', 'kendara', 'strobo', '2', 'presiden', 'amp', 'menteri', 'kacung']"
@grehnia @valscne PPN udah naik 12% ekonomi makin susah dek. Sekarang semua serba mahal. ,@grehnia @valscne ppn udah naik 12 ekonomi makin susah dek sekarang semua serba mahal ,@grehnia @valscne ppn sudah naik 12 ekonomi makin susah dek sekarang semua serba mahal ,@grehnia @valscne ppn sudah naik 12 ekonomi makin susah dek sekarang semua serba mahal ,@grehnia @valscne ppn sudah naik 12 ekonomi makin susah dek sekarang semua serba mahal ,"['ppn', 'sudah', 'naik', '12', 'ekonomi', 'makin', 'susah', 'dek', 'sekarang', 'semua', 'serba', 'mahal']","['ppn', 'sudah', 'naik', '12', 'ekonomi', 'makin', 'susah', 'dek', 'sekarang', 'semua', 'serba', 'mahal']","['ppn', '12', 'ekonomi', 'susah', 'dek', 'serba', 'mahal']","['ppn', '12', 'ekonomi', 'susah', 'dek', 'serba', 'mahal']"
@ayakamisalto Ada satu hal yg bikin aku sslalu batal pesen kopi kak tiap inget ppn naik 12% thn depan ,@ayakamisalto ada satu hal yg bikin aku sslalu batal pesen kopi kak tiap inget ppn naik 12 thn depan ,@ayakamisalto ada satu hal yang bikin aku sslalu batal pesan kopi kak tiap ingat ppn naik 12 tahun depan ,@ayakamisalto ada satu hal yang bikin aku sslalu batal pesan kopi kak tiap ingat ppn naik 12 tahun depan ,@ayakamisalto ada satu hal yang bikin aku sslalu batal pesan kopi kak tiap ingat ppn naik 12 tahun depan ,"['ada', 'satu', 'hal', 'yang', 'bikin', 'aku', 'sslalu', 'batal', 'pesan', 'kopi', 'kak', 'tiap', 'ingat', 'ppn', 'naik', '12', 'tahun', 'depan']","['ada', 'satu', 'hal', 'yang', 'bikin', 'aku', 'sslalu', 'batal', 'pesan', 'kopi', 'kak', 'tiap', 'ingat', 'ppn', 'naik', '12', 'tahun', 'depan']","['bikin', 'sslalu', 'batal', 'pesan', 'kopi', 'kak', 'ppn', '12']","['bikin', 'sslalu', 'batal', 'pesan', 'kopi', 'kak', 'ppn', '12']"
@kusjantonoWK Iya bang beberapa hari kerjanya sudah nyata kok ppn naik 12%..,@kusjantonowk iya bang beberapa hari kerjanya sudah nyata kok ppn naik 12,@kusjantonowk iya bang beberapa hari kerjanya sudah nyata kok ppn naik 12,@kusjantonowk iya bang beberapa hari kerjanya sudah nyata kok ppn naik 12,@kusjantonowk iya bang beberapa hari kerjanya sudah nyata kok ppn naik 12,"['iya', 'bang', 'beberapa', 'hari', 'kerjanya', 'sudah', 'nyata', 'kok', 'ppn', 'naik', '12']","['iya', 'bang', 'beberapa', 'hari', 'kerja', 'sudah', 'nyata', 'kok', 'ppn', 'naik', '12']","['iya', 'bang', 'kerja', 'nyata', 'ppn', '12']","['bang', 'kerja', 'nyata', 'ppn', '12']"
@DoankWarto Itulah kesetiakawanan sesat Kim++ dibawah pimpinan Wo Wo @prabowo mereka tdk memikirkan kesengsaraan rakyat bila PPN naik 12% yg penting ada tambahan uang u/ APBN sehingga gaji mrk bisa naik fasilitas yg ada tetap,@doankwarto itulah kesetiakawanan sesat kim dibawah pimpinan wo wo @prabowo mereka tdk memikirkan kesengsaraan rakyat bila ppn naik 12 yg penting ada tambahan uang u apbn sehingga gaji mrk bisa naik fasilitas yg ada tetap,@doankwarto itulah kesetiakawanan sesat kim dibawah pimpinan wo wo @prabowo mereka tidak memikirkan kesengsaraan rakyat bila ppn naik 12 yang penting ada tambahan uang lu apbn sehingga gaji mereka bisa naik fasilitas yang ada tetap,@doankwarto itulah kesetiakawanan sesat kim dibawah pimpinan wo wo @prabowo mereka tidak memikirkan kesengsaraan rakyat bila ppn naik 12 yang penting ada tambahan uang lu apbn sehingga gaji mereka bisa naik fasilitas yang ada tetap,@doankwarto itulah kesetiakawanan sesat kim dibawah pimpinan wo wo @prabowo mereka tidak memikirkan kesengsaraan rakyat bila ppn naik 12 yang penting ada tambahan uang lu apbn sehingga gaji mereka bisa naik fasilitas yang ada tetap,"['itulah', 'kesetiakawanan', 'sesat', 'kim', 'dibawah', 'pimpinan', 'wo', 'wo', 'mereka', 'tidak', 'memikirkan', 'kesengsaraan', 'rakyat', 'bila', 'ppn', 'naik', '12', 'yang', 'penting', 'ada', 'tambahan', 'uang', 'lu', 'apbn', 'sehingga', 'gaji', 'mereka', 'bisa', 'naik', 'fasilitas', 'yang', 'ada', 'tetap']","['itu', 'kesetiakawanan', 'sesat', 'kim', 'bawah', 'pimpin', 'wo', 'wo', 'mereka', 'tidak', 'pikir', 'sengsara', 'rakyat', 'bila', 'ppn', 'naik', '12', 'yang', 'penting', 'ada', 'tambah', 'uang', 'lu', 'apbn', 'sehingga', 'gaji', 'mereka', 'bisa', 'naik', 'fasilitas', 'yang', 'ada', 'tetap']","['kesetiakawanan', 'sesat', 'kim', 'pimpin', 'wo', 'wo', 'pikir', 'sengsara', 'rakyat', 'ppn', '12', 'uang', 'lu', 'apbn', 'gaji', 'fasilitas']","['kesetiakawanan', 'sesat', 'kim', 'pimpin', 'wo', 'wo', 'pikir', 'sengsara', 'rakyat', 'ppn', '12', 'uang', 'apbn', 'gaji', 'fasilitas']"
Kalo PPN naik 12% Apakah gorengan akan jadi 5000 3?,kalo ppn naik 12 apakah gorengan akan jadi 5000 3,kalo ppn naik 12 apakah gorengan akan jadi 5000 3,kalo ppn naik 12 apakah gorengan akan jadi 5000 3,kalo ppn naik 12 apakah gorengan akan jadi 5000 3,"['kalo', 'ppn', 'naik', '12', 'apakah', 'gorengan', 'akan', 'jadi', '5000', '3']","['kalau', 'ppn', 'naik', '12', 'apakah', 'goreng', 'akan', 'jadi', '5000', '3']","['ppn', '12', 'goreng', '5000', '3']","['ppn', '12', 'goreng', '5000', '3']"
Tahun 2025 PPN naik 12%. Sangat tidak worthid untuk membeli barang apapun di 2025 termasuk sepeda motor dan mobil. 2025 akan jadi ajang swap engine kayaknya.,tahun 2025 ppn naik 12 sangat tidak worthid untuk membeli barang apapun di 2025 termasuk sepeda motor dan mobil 2025 akan jadi ajang swap engine kayaknya,tahun 2025 ppn naik 12 sangat tidak worthid untuk membeli barang apapun di 2025 termasuk sepeda motor dan mobil 2025 akan jadi ajang swap engine kayaknya,tahun 2025 ppn naik 12 sangat tidak worthid untuk membeli barang apapun di 2025 termasuk sepeda motor dan mobil 2025 akan jadi ajang swap engine kayaknya,tahun 2025 ppn naik 12 sangat tidak worthid untuk membeli barang apapun di 2025 termasuk sepeda motor dan mobil 2025 akan jadi ajang swap engine kayaknya,"['tahun', '2025', 'ppn', 'naik', '12', 'sangat', 'tidak', 'worthid', 'untuk', 'membeli', 'barang', 'apapun', 'di', '2025', 'termasuk', 'sepeda', 'motor', 'dan', 'mobil', '2025', 'akan', 'jadi', 'ajang', 'swap', 'engine', 'kayaknya']","['tahun', '2025', 'ppn', 'naik', '12', 'sangat', 'tidak', 'worthid', 'untuk', 'beli', 'barang', 'apa', 'di', '2025', 'masuk', 'sepeda', 'motor', 'dan', 'mobil', '2025', 'akan', 'jadi', 'ajang', 'swap', 'engine', 'kayak']","['2025', 'ppn', '12', 'worthid', 'beli', 'barang', '2025', 'masuk', 'sepeda', 'motor', 'mobil', '2025', 'ajang', 'swap', 'engine', 'kayak']","['2025', 'ppn', '12', 'worthid', 'beli', 'barang', '2025', 'masuk', 'sepeda', 'motor', 'mobil', '2025', 'ajang', 'swap', 'engine', 'kayak']"
@kdrama_menfess Sadar 3 hari lagi ppn 12% naik jd makin dikit yg subs netflix,@kdramamenfess sadar 3 hari lagi ppn 12 naik jd makin dikit yg subs netflix,@kdramamenfess sadar 3 hari lagi ppn 12 naik jadi makin dikit yang subs netflix,@kdramamenfes sadar 3 hari lagi ppn 12 naik jadi makin dikit yang subs netflix,@kdramamenfes sadar 3 hari lagi ppn 12 naik jadi makin dikit yang subs netflix,"['sadar', '3', 'hari', 'lagi', 'ppn', '12', 'naik', 'jadi', 'makin', 'dikit', 'yang', 'subs', 'netflix']","['sadar', '3', 'hari', 'lagi', 'ppn', '12', 'naik', 'jadi', 'makin', 'dikit', 'yang', 'subs', 'netflix']","['sadar', '3', 'ppn', '12', 'dikit', 'subs', 'netflix']","['sadar', '3', 'ppn', '12', 'dikit', 'subs', 'netflix']"
@nalar_logis @StefanAntonio__ dimas logikanya di mana mentang mentang ppn dari 11% jadi 12% masa di sebut naik 1% sih ?? nama doang nalar logis,@nalarlogis @stefanantonio dimas logikanya di mana mentang mentang ppn dari 11 jadi 12 masa di sebut naik 1 sih  nama doang nalar logis,@nalarlogis @stefanantonio dimas logikanya di mana mentang mentang ppn dari 11 jadi 12 masa di sebut naik 1 sih  nama doang nalar logis,@nalarlogis @stefanantonio dimas logikanya di mana mentang mentang ppn dari 11 jadi 12 masa di sebut naik 1 sih  nama doang nalar logis,@nalarlogis @stefanantonio dimas logikanya di mana mentang mentang ppn dari 11 jadi 12 masa di sebut naik 1 sih  nama doang nalar logis,"['dimas', 'logikanya', 'di', 'mana', 'mentang', 'mentang', 'ppn', 'dari', '11', 'jadi', '12', 'masa', 'di', 'sebut', 'naik', '1', 'sih', 'nama', 'doang', 'nalar', 'logis']","['dimas', 'logika', 'di', 'mana', 'mentang', 'mentang', 'ppn', 'dari', '11', 'jadi', '12', 'masa', 'di', 'sebut', 'naik', '1', 'sih', 'nama', 'doang', 'nalar', 'logis']","['dimas', 'logika', 'mentang', 'mentang', 'ppn', '11', '12', '1', 'sih', 'nama', 'doang', 'nalar', 'logis']","['dimas', 'logika', 'mentang', 'mentang', 'ppn', '11', '12', '1', 'nama', 'doang', 'nalar', 'logis']"
@likromiahooy @NOTASLIMBOY Ini jelas salah. Tidak ada kenaikan harga 12%. Di gambar ini disebutkan harga naik dari 100.000 menjadi 120.000. PPN itu naik dari 11% ke 12%. Bukan naik 12%.,@likromiahooy @notaslimboy ini jelas salah tidak ada kenaikan harga 12 di gambar ini disebutkan harga naik dari 100000 menjadi 120000 ppn itu naik dari 11 ke 12 bukan naik 12,@likromiahooy @notaslimboy ini jelas salah tidak ada kenaikan harga 12 di gambar ini disebutkan harga naik dari 100000 menjadi 120000 ppn itu naik dari 11 ke 12 bukan naik 12,@likromiahooy @notaslimboy ini jelas salah tidak ada kenaikan harga 12 di gambar ini disebutkan harga naik dari 100000 menjadi 120000 ppn itu naik dari 11 ke 12 bukan naik 12,@likromiahooy @notaslimboy ini jelas salah tidak ada kenaikan harga 12 di gambar ini disebutkan harga naik dari 100000 menjadi 120000 ppn itu naik dari 11 ke 12 bukan naik 12,"['ini', 'jelas', 'salah', 'tidak', 'ada', 'kenaikan', 'harga', '12', 'di', 'gambar', 'ini', 'disebutkan', 'harga', 'naik', 'dari', '1000', 'menjadi', '12000', 'ppn', 'itu', 'naik', 'dari', '11', 'ke', '12', 'bukan', 'naik', '12']","['ini', 'jelas', 'salah', 'tidak', 'ada', 'kenaikan', 'harga', '12', 'di', 'gambar', 'ini', 'sebut', 'harga', 'naik', 'dari', '1000', 'jadi', '12000', 'ppn', 'itu', 'naik', 'dari', '11', 'ke', '12', 'bukan', 'naik', '12']","['salah', 'kenaikan', 'harga', '12', 'gambar', 'harga', '1000', '12000', 'ppn', '11', '12', '12']","['salah', 'kenaikan', 'harga', '12', 'gambar', 'harga', '1000', '12000', 'ppn', '11', '12', '12']"
@ardisatriawan Pas banget PPN naik 12%,@ardisatriawan pas banget ppn naik 12,@ardisatriawan pas banget ppn naik 12,@ardisatriawan pas banget ppn naik 12,@ardisatriawan pas banget ppn naik 12,"['pas', 'banget', 'ppn', 'naik', '12']","['pas', 'banget', 'ppn', 'naik', '12']","['pas', 'banget', 'ppn', '12']","['pas', 'banget', 'ppn', '12']"
@S4N_W1B1 Tolak PPN 12% bila tetap naik maka wajib revolusi,@s4nw1b1 tolak ppn 12 bila tetap naik maka wajib revolusi,@s4nw1b1 tolak ppn 12 bila tetap naik maka wajib revolusi,@s4nw1b1 tolak ppn 12 bila tetap naik maka wajib revolusi,@s4nw1b1 tolak ppn 12 bila tetap naik maka wajib revolusi,"['tolak', 'ppn', '12', 'bila', 'tetap', 'naik', 'maka', 'wajib', 'revolusi']","['tolak', 'ppn', '12', 'bila', 'tetap', 'naik', 'maka', 'wajib', 'revolusi']","['tolak', 'ppn', '12', 'wajib', 'revolusi']","['tolak', 'ppn', '12', 'wajib', 'revolusi']"
Jangan lupa belanja bulanan sebelum PPN naik jadi 12% ,jangan lupa belanja bulanan sebelum ppn naik jadi 12 ,jangan lupa belanja bulanan sebelum ppn naik jadi 12 ,jangan lupa belanja bulanan sebelum ppn naik jadi 12 ,jangan lupa belanja bulanan sebelum ppn naik jadi 12 ,"['jangan', 'lupa', 'belanja', 'bulanan', 'sebelum', 'ppn', 'naik', 'jadi', '12']","['jangan', 'lupa', 'belanja', 'bulan', 'belum', 'ppn', 'naik', 'jadi', '12']","['lupa', 'belanja', 'ppn', '12']","['lupa', 'belanja', 'ppn', '12']"
@ardisatriawan pantesan PPN naik jadi 12% pajak kendaraan kena pungutan tambahan 66% karna negara taunya kita kaya raya.,@ardisatriawan pantesan ppn naik jadi 12 pajak kendaraan kena pungutan tambahan 66 karna negara taunya kita kaya raya,@ardisatriawan pantesan ppn naik jadi 12 pajak kendaraan kena pungutan tambahan 66 karena negara taunya kita kayak raya,@ardisatriawan pantesan ppn naik jadi 12 pajak kendaraan kena pungutan tambahan 66 karena negara taunya kita kayak raya,@ardisatriawan pantesan ppn naik jadi 12 pajak kendaraan kena pungutan tambahan 66 karena negara taunya kita kayak raya,"['pantesan', 'ppn', 'naik', 'jadi', '12', 'pajak', 'kendaraan', 'kena', 'pungutan', 'tambahan', '66', 'karena', 'negara', 'taunya', 'kita', 'kayak', 'raya']","['pantas', 'ppn', 'naik', 'jadi', '12', 'pajak', 'kendara', 'kena', 'pungutan', 'tambah', '66', 'karena', 'negara', 'tau', 'kita', 'kayak', 'raya']","['ppn', '12', 'pajak', 'kendara', 'kena', 'pungutan', '66', 'negara', 'tau', 'kayak', 'raya']","['ppn', '12', 'pajak', 'kendara', 'kena', 'pungutan', '66', 'negara', 'kayak', 'raya']"
@keretaapikita Loh emang ini kabar gembira ya min kl gak naik 12% ? Emang klu ppn naik 12% itu kabar buruk ya min? Parah banget lau min ga sejalan dg pemerintah lau min,@keretaapikita loh emang ini kabar gembira ya min kl gak naik 12  emang klu ppn naik 12 itu kabar buruk ya min parah banget lau min ga sejalan dg pemerintah lau min,@keretaapikita loh memang ini kabar gembira ya min kalo enggak naik 12  memang kalau ppn naik 12 itu kabar buruk ya min parah banget kau min enggak sejalan dengan pemerintah kau min,@keretaapikita loh memang ini kabar gembira ya min kalo enggak naik 12  memang kalau ppn naik 12 itu kabar buruk ya min parah banget kau min enggak sejalan dengan pemerintah kau min,@keretaapikita loh memang ini kabar gembira ya min kalo enggak naik 12  memang kalau ppn naik 12 itu kabar buruk ya min parah banget kau min enggak sejalan dengan pemerintah kau min,"['loh', 'memang', 'ini', 'kabar', 'gembira', 'ya', 'min', 'kalo', 'enggak', 'naik', '12', 'memang', 'kalau', 'ppn', 'naik', '12', 'itu', 'kabar', 'buruk', 'ya', 'min', 'parah', 'banget', 'kau', 'min', 'enggak', 'sejalan', 'dengan', 'pemerintah', 'kau', 'min']","['loh', 'memang', 'ini', 'kabar', 'gembira', 'iya', 'min', 'kalau', 'tidak', 'naik', '12', 'memang', 'kalau', 'ppn', 'naik', '12', 'itu', 'kabar', 'buruk', 'iya', 'min', 'parah', 'banget', 'kau', 'min', 'tidak', 'sejalan', 'dengan', 'perin', 'kau', 'min']","['loh', 'kabar', 'gembira', 'iya', 'min', '12', 'ppn', '12', 'kabar', 'buruk', 'iya', 'min', 'parah', 'banget', 'kau', 'min', 'sejalan', 'perin', 'kau', 'min']","['loh', 'kabar', 'gembira', 'min', '12', 'ppn', '12', 'kabar', 'buruk', 'min', 'parah', 'banget', 'kau', 'min', 'sejalan', 'perin', 'kau', 'min']"
